ID	SYMBOL	CHROMOSOME	START	STOP	BIOTYPE
ENSG00000173567	ADGRF3	2	26308173	26346817	gene
ENSG00000153294	ADGRF4	6	47685864	47722021	gene
ENSG00000069122	ADGRF5	6	46852522	46954943	gene
ENSG00000225730	ADGRF5-AS1	6	46903471	46909078	gene
ENSG00000227582	ADGRF5P1	9	62860873	62864957	gene
ENSG00000204818	ADGRF5P2	9	42795392	42800672	gene
ENSG00000205336	ADGRG1	16	57610652	57665580	gene
ENSG00000173698	ADGRG2	X	18989307	19122637	gene
ENSG00000182885	ADGRG3	16	57668277	57689378	gene
ENSG00000156920	ADGRG4	X	136300963	136416890	gene
ENSG00000159618	ADGRG5	16	57542643	57591681	gene
ENSG00000112414	ADGRG6	6	142301854	142446266	gene
ENSG00000144820	ADGRG7	3	100609601	100695479	gene
ENSG00000072071	ADGRL1	19	14147743	14206187	gene
ENSG00000267169	ADGRL1-AS1	19	14137146	14171267	gene
ENSG00000117114	ADGRL2	1	81306147	81992436	gene
ENSG00000150471	ADGRL3	4	61200326	62078335	gene
ENSG00000248692	ADGRL3-AS1	4	62071752	62165554	gene
ENSG00000162618	ADGRL4	1	78889764	79282124	gene
ENSG00000164199	ADGRV1	5	90529344	91164437	gene
ENSG00000187758	ADH1A	4	99276369	99291003	gene
ENSG00000196616	ADH1B	4	99304971	99352760	gene
ENSG00000248144	ADH1C	4	99336497	99352746	gene
ENSG00000198099	ADH4	4	99123657	99157792	gene
ENSG00000197894	ADH5	4	99070978	99088801	gene
ENSG00000232676	ADH5P2	1	79521080	79522203	gene
ENSG00000223694	ADH5P3	1	240170155	240171291	gene
ENSG00000233859	ADH5P4	6	65836930	65838039	gene
ENSG00000234865	ADH5P5	5	23980587	23980938	gene
ENSG00000172955	ADH6	4	99202638	99219537	gene
ENSG00000196344	ADH7	4	99412261	99435510	gene
ENSG00000147576	ADHFE1	8	66432492	66468907	gene
ENSG00000182551	ADI1	2	3497366	3519531	gene
ENSG00000235102	ADI1P1	20	41331123	41331660	gene
ENSG00000250684	ADI1P2	8	102688317	102688906	gene
ENSG00000258369	ADI1P3	12	47463087	47463621	gene
ENSG00000182035	ADIG	20	38581195	38588463	gene
ENSG00000181092	ADIPOQ	3	186842704	186858463	gene
ENSG00000226482	ADIPOQ-AS1	3	186851886	186856123	gene
ENSG00000159346	ADIPOR1	1	202940826	202958572	gene
ENSG00000232497	ADIPOR1P1	10	22162992	22165794	gene
ENSG00000258805	ADIPOR1P2	14	94631863	94634528	gene
ENSG00000006831	ADIPOR2	12	1688574	1788674	gene
ENSG00000148671	ADIRF	10	86968432	86983934	gene
ENSG00000272734	ADIRF-AS1	10	86965345	86971311	gene
ENSG00000156110	ADK	10	74151202	74709963	gene
ENSG00000148926	ADM	11	10305073	10307397	gene
ENSG00000128165	ADM2	22	50481543	50486440	gene
ENSG00000224420	ADM5	19	49688664	49690575	gene
ENSG00000101126	ADNP	20	50888916	50931437	gene
ENSG00000101544	ADNP2	18	80109262	80147523	gene
ENSG00000259456	ADNP-AS1	20	50930984	50945148	gene
ENSG00000181915	ADO	10	62804720	62808479	gene
ENSG00000163485	ADORA1	1	203090654	203167405	gene
ENSG00000128271	ADORA2A	22	24417879	24442357	gene
ENSG00000178803	ADORA2A-AS1	22	24429206	24495074	gene
ENSG00000170425	ADORA2B	17	15945130	15975746	gene
ENSG00000236136	ADORA2BP1	1	209744373	209745214	gene
ENSG00000282608	ADORA3	1	111499429	111503633	gene
ENSG00000159322	ADPGK	15	72751294	72785846	gene
ENSG00000260898	ADPGK-AS1	15	72782835	72798199	gene
ENSG00000144843	ADPRH	3	119579268	119589945	gene
ENSG00000153531	ADPRHL1	13	113399610	113453524	gene
ENSG00000170222	ADPRM	17	10697594	10711558	gene
ENSG00000116863	ADPRS	1	36088892	36093932	gene
ENSG00000120907	ADRA1A	8	26748150	26867278	gene
ENSG00000170214	ADRA1B	5	159865080	159973012	gene
ENSG00000171873	ADRA1D	20	4220630	4249287	gene
ENSG00000150594	ADRA2A	10	111077029	111080907	gene
ENSG00000274286	ADRA2B	2	96112876	96116571	gene
ENSG00000184160	ADRA2C	4	3766348	3768526	gene
ENSG00000043591	ADRB1	10	114043866	114046904	gene
ENSG00000169252	ADRB2	5	148826611	148828623	gene
ENSG00000188778	ADRB3	8	37962990	37966599	gene
ENSG00000130706	ADRM1	20	62302093	62308862	gene
ENSG00000239900	ADSL	22	40346461	40390463	gene
ENSG00000185100	ADSS1	14	104724229	104747325	gene
ENSG00000035687	ADSS2	1	244408494	244451909	gene
ENSG00000111863	ADTRP	6	11712054	11807046	gene
ENSG00000106624	AEBP1	7	44104345	44114562	gene
ENSG00000139154	AEBP2	12	19404045	19720801	gene
ENSG00000181026	AEN	15	88621337	88632281	gene
ENSG00000196526	AFAP1	4	7758714	7939926	gene
ENSG00000272620	AFAP1-AS1	4	7754077	7778928	gene
ENSG00000157510	AFAP1L1	5	149271859	149343637	gene
ENSG00000169129	AFAP1L2	10	114294824	114404756	gene
ENSG00000130396	AFDN	6	167826911	167972023	gene
ENSG00000198221	AFDN-DT	6	167822103	167826812	gene
ENSG00000172493	AFF1	4	86935002	87141039	gene
ENSG00000155966	AFF2	X	148500617	149000663	gene
ENSG00000223516	AFF2-IT1	X	148546878	148547397	gene
ENSG00000144218	AFF3	2	99545419	100192428	gene
ENSG00000072364	AFF4	5	132875395	132963634	gene
ENSG00000272023	AFF4-DT	5	132963770	132964164	gene
ENSG00000135537	AFG1L	6	108294991	108526796	gene
ENSG00000223959	AFG3L1P	16	89972586	90002161	gene
ENSG00000141385	AFG3L2	18	12328944	12377227	gene
ENSG00000253606	AFG3L2P1	8	43270198	43271960	gene
ENSG00000079557	AFM	4	73481745	73504001	gene
ENSG00000183077	AFMID	17	78187317	78207701	gene
ENSG00000081051	AFP	4	73431138	73456174	gene
ENSG00000119844	AFTPH	2	64524305	64593005	gene
ENSG00000038002	AGA	4	177430774	177442437	gene
ENSG00000157985	AGAP1	2	235494043	236131800	gene
ENSG00000230869	AGAP10P	10	45678692	45700532	gene
ENSG00000261011	AGAP11	10	87001636	87009905	gene
ENSG00000265018	AGAP12P	10	48009873	48031640	gene
ENSG00000243289	AGAP13P	10	46816516	46832476	gene
ENSG00000279058	AGAP14P	10	46337224	46358714	gene
ENSG00000235529	AGAP1-IT1	2	235505751	235507566	gene
ENSG00000135439	AGAP2	12	57723761	57742157	gene
ENSG00000255737	AGAP2-AS1	12	57726271	57728356	gene
ENSG00000133612	AGAP3	7	151085831	151144436	gene
ENSG00000188234	AGAP4	10	45825613	45853875	gene
ENSG00000172650	AGAP5	10	73674287	73698109	gene
ENSG00000204149	AGAP6	10	49982190	50011654	gene
ENSG00000264204	AGAP7P	10	46109621	46131358	gene
ENSG00000204172	AGAP9	10	47501854	47523638	gene
ENSG00000273540	AGBL1	15	86079871	87049169	gene
ENSG00000260125	AGBL1-AS1	15	86295649	86317173	gene
ENSG00000165923	AGBL2	11	47659591	47715389	gene
ENSG00000146856	AGBL3	7	134986508	135147963	gene
ENSG00000186094	AGBL4	1	48532854	50023954	gene
ENSG00000230114	AGBL4-AS1	1	49257411	49269285	gene
ENSG00000225623	AGBL4-IT1	1	49374201	49472085	gene
ENSG00000084693	AGBL5	2	27042364	27070622	gene
ENSG00000231636	AGBL5-AS1	2	27049683	27050264	gene
ENSG00000229122	AGBL5-IT1	2	27061038	27061815	gene
ENSG00000204305	AGER	6	32180968	32184322	gene
ENSG00000173744	AGFG1	2	227472152	227561217	gene
ENSG00000106351	AGFG2	7	100539203	100568220	gene
ENSG00000164252	AGGF1	5	77029251	77065234	gene
ENSG00000214273	AGGF1P1	4	190041342	190043414	gene
ENSG00000282968	AGGF1P10	20	29430723	29432913	gene
ENSG00000233435	AGGF1P2	10	133640789	133642894	gene
ENSG00000241532	AGGF1P3	3	75653561	75654773	gene
ENSG00000261689	AGGF1P4	16	35389203	35390003	gene
ENSG00000260680	AGGF1P5	16	35420291	35421209	gene
ENSG00000259836	AGGF1P6	16	35489237	35490212	gene
ENSG00000260994	AGGF1P7	16	35547917	35548829	gene
ENSG00000261752	AGGF1P8	16	35258630	35259629	gene
ENSG00000260427	AGGF1P9	16	35347385	35348297	gene
ENSG00000006530	AGK	7	141551278	141655244	gene
ENSG00000261570	AGK-DT	7	141500079	141551304	gene
ENSG00000226555	AGKP1	Y	14639096	14640358	gene
ENSG00000228819	AGKP2	X	132130091	132131352	gene
ENSG00000162688	AGL	1	99850361	99924023	gene
ENSG00000116771	AGMAT	1	15571699	15585051	gene
ENSG00000187546	AGMO	7	15200317	15562015	gene
ENSG00000092847	AGO1	1	35869808	35930532	gene
ENSG00000123908	AGO2	8	140520156	140635633	gene
ENSG00000126070	AGO3	1	35930718	36072500	gene
ENSG00000134698	AGO4	1	35808016	35857890	gene
ENSG00000204310	AGPAT1	6	32168212	32178096	gene
ENSG00000169692	AGPAT2	9	136673143	136687457	gene
ENSG00000160216	AGPAT3	21	43865223	43987592	gene
ENSG00000026652	AGPAT4	6	161129967	161274061	gene
ENSG00000155189	AGPAT5	8	6708642	6761503	gene
ENSG00000234652	AGPAT5P1	Y	3293808	3294826	gene
ENSG00000018510	AGPS	2	177392746	177567024	gene
ENSG00000106541	AGR2	7	16791811	16833433	gene
ENSG00000173467	AGR3	7	16859412	16881987	gene
ENSG00000188157	AGRN	1	1020120	1056118	gene
ENSG00000159723	AGRP	16	67482571	67483547	gene
ENSG00000135744	AGT	1	230690776	230745576	gene
ENSG00000135049	AGTPBP1	9	85546539	85742029	gene
ENSG00000144891	AGTR1	3	148697784	148743008	gene
ENSG00000180772	AGTR2	X	116170744	116174974	gene
ENSG00000177674	AGTRAP	1	11736084	11754802	gene
ENSG00000172482	AGXT	2	240868824	240880502	gene
ENSG00000113492	AGXT2	5	34998101	35048135	gene
ENSG00000153207	AHCTF1	1	246839098	246931948	gene
ENSG00000226121	AHCTF1P1	2	161500885	161507705	gene
ENSG00000101444	AHCY	20	34280268	34311802	gene
ENSG00000168710	AHCYL1	1	109984765	110023742	gene
ENSG00000158467	AHCYL2	7	129225023	129430211	gene
ENSG00000238181	AHCYP2	9	120720673	120721972	gene
ENSG00000233955	AHCYP3	2	104395002	104396280	gene
ENSG00000232992	AHCYP4	2	138901433	138902747	gene
ENSG00000213107	AHCYP5	2	195582794	195584031	gene
ENSG00000259465	AHCYP7	15	50417385	50418692	gene
ENSG00000242529	AHCYP8	1	248721993	248722201	gene
ENSG00000126705	AHDC1	1	27534035	27604431	gene
ENSG00000135541	AHI1	6	135283407	135498434	gene
ENSG00000124942	AHNAK	11	62433542	62556235	gene
ENSG00000185567	AHNAK2	14	104937244	104978374	gene
ENSG00000106546	AHR	7	16916359	17346152	gene
ENSG00000063438	AHRR	5	321714	438291	gene
ENSG00000100591	AHSA1	14	77457870	77469472	gene
ENSG00000173209	AHSA2P	2	61177418	61191203	gene
ENSG00000145192	AHSG	3	186613060	186621318	gene
ENSG00000169877	AHSP	16	31527900	31528803	gene
ENSG00000111732	AICDA	12	8602170	8612867	gene
ENSG00000186063	AIDA	1	222668013	222713210	gene
ENSG00000230154	AIDAP1	2	11308025	11308941	gene
ENSG00000251429	AIDAP2	4	158270378	158278676	gene
ENSG00000264189	AIDAP3	18	1927727	1929094	gene
ENSG00000204472	AIF1	6	31615217	31617021	gene
ENSG00000126878	AIF1L	9	131096476	131123152	gene
ENSG00000156709	AIFM1	X	130124666	130165879	gene
ENSG00000225509	AIFM1P1	10	18735745	18738631	gene
ENSG00000042286	AIFM2	10	70098223	70132934	gene
ENSG00000183773	AIFM3	22	20965108	20981360	gene
ENSG00000146416	AIG1	6	143060496	143341058	gene
ENSG00000249089	AIG1P1	5	39022411	39022558	gene
ENSG00000163568	AIM2	1	159062484	159147096	gene
ENSG00000164022	AIMP1	4	106315544	106349456	gene
ENSG00000234187	AIMP1P1	20	14127400	14128336	gene
ENSG00000227177	AIMP1P2	1	172885947	172886258	gene
ENSG00000106305	AIMP2	7	6009255	6023834	gene
ENSG00000110711	AIP	11	67468174	67491154	gene
ENSG00000129221	AIPL1	17	6393693	6435199	gene
ENSG00000160224	AIRE	21	44285838	44298648	gene
ENSG00000268257	AIRN	6	160003291	160007664	gene
ENSG00000196581	AJAP1	1	4654609	4792534	gene
ENSG00000232434	AJM1	9	136844415	136848801	gene
ENSG00000129474	AJUBA	14	22971177	22982551	gene
ENSG00000106992	AK1	9	127866486	127877675	gene
ENSG00000004455	AK2	1	33007940	33080996	gene
ENSG00000242272	AK2P2	2	31823413	31823817	gene
ENSG00000147853	AK3	9	4709556	4742043	gene
ENSG00000250115	AK3P2	8	143057060	143057816	gene
ENSG00000230042	AK3P3	7	23129178	23129841	gene
ENSG00000248722	AK3P4	5	115402380	115402962	gene
ENSG00000228816	AK3P5	10	32944481	32944999	gene
ENSG00000162433	AK4	1	65147549	65232145	gene
ENSG00000263535	AK4P1	17	31345519	31346190	gene
ENSG00000249410	AK4P2	5	55551885	55552554	gene
ENSG00000233381	AK4P3	12	31615771	31616439	gene
ENSG00000223621	AK4P4	9	5855781	5856426	gene
ENSG00000217377	AK4P5	6	80077729	80078362	gene
ENSG00000235606	AK4P6	4	151027090	151027617	gene
ENSG00000154027	AK5	1	77282019	77559966	gene
ENSG00000085231	AK6	5	69350984	69370013	gene
ENSG00000256614	AK6P1	12	34249481	34249958	gene
ENSG00000257173	AK6P2	12	38078529	38078999	gene
ENSG00000140057	AK7	14	96392128	96489427	gene
ENSG00000165695	AK8	9	132725578	132878777	gene
ENSG00000155085	AK9	6	109492855	109691217	gene
ENSG00000231824	AKAIN1	18	5142911	5197503	gene
ENSG00000121057	AKAP1	17	57085092	57121346	gene
ENSG00000108599	AKAP10	17	19904302	19978343	gene
ENSG00000023516	AKAP11	13	42272152	42323261	gene
ENSG00000131016	AKAP12	6	151239967	151358559	gene
ENSG00000170776	AKAP13	15	85380571	85749358	gene
ENSG00000186471	AKAP14	X	119895837	119920716	gene
ENSG00000197976	AKAP17A	X	1591604	1602520	gene
ENSG00000214992	AKAP17BP	X	119249346	119257667	gene
ENSG00000263004	AKAP1-DT	17	57071814	57085024	gene
ENSG00000111254	AKAP3	12	4615508	4649051	gene
ENSG00000147081	AKAP4	X	50190777	50201007	gene
ENSG00000179841	AKAP5	14	64465499	64474503	gene
ENSG00000151320	AKAP6	14	32329298	32837684	gene
ENSG00000118507	AKAP7	6	131135467	131283535	gene
ENSG00000105127	AKAP8	19	15353385	15379815	gene
ENSG00000011243	AKAP8L	19	15380050	15419141	gene
ENSG00000234146	AKAP8P1	9	11011748	11013096	gene
ENSG00000127914	AKAP9	7	91940840	92110673	gene
ENSG00000166452	AKIP1	11	8911139	8920084	gene
ENSG00000174574	AKIRIN1	1	38991276	39006059	gene
ENSG00000257786	AKIRIN1P1	12	80561017	80561560	gene
ENSG00000228125	AKIRIN1P2	X	68132868	68133437	gene
ENSG00000135334	AKIRIN2	6	87674860	87702233	gene
ENSG00000251482	AKIRIN2P1	4	149789952	149790303	gene
ENSG00000106948	AKNA	9	114334156	114394405	gene
ENSG00000162641	AKNAD1	1	108815898	108963484	gene
ENSG00000117448	AKR1A1	1	45550543	45570049	gene
ENSG00000085662	AKR1B1	7	134442356	134459284	gene
ENSG00000198074	AKR1B10	7	134527567	134541412	gene
ENSG00000213606	AKR1B10P1	10	67750284	67751225	gene
ENSG00000263355	AKR1B10P2	18	68455951	68456877	gene
ENSG00000227471	AKR1B15	7	134549110	134579875	gene
ENSG00000229991	AKR1B1P1	1	224574434	224575389	gene
ENSG00000213452	AKR1B1P2	3	74135959	74136892	gene
ENSG00000213785	AKR1B1P3	11	16484084	16484671	gene
ENSG00000237876	AKR1B1P4	13	45687548	45688469	gene
ENSG00000258685	AKR1B1P5	14	59135488	59136421	gene
ENSG00000225212	AKR1B1P6	18	8545635	8546817	gene
ENSG00000266899	AKR1B1P7	19	33360497	33361448	gene
ENSG00000231371	AKR1B1P8	X	116043483	116044418	gene
ENSG00000187134	AKR1C1	10	4963253	4983283	gene
ENSG00000151632	AKR1C2	10	4987400	5018031	gene
ENSG00000196139	AKR1C3	10	5035354	5107686	gene
ENSG00000198610	AKR1C4	10	5195462	5218949	gene
ENSG00000225418	AKR1C5P	10	5122087	5135226	gene
ENSG00000151631	AKR1C6P	10	4871901	4891975	gene
ENSG00000215267	AKR1C7P	10	5275173	5288470	gene
ENSG00000264006	AKR1C8P	10	5154140	5185187	gene
ENSG00000122787	AKR1D1	7	138002324	138118305	gene
ENSG00000227776	AKR1D1P1	1	167519536	167520586	gene
ENSG00000165568	AKR1E2	10	4786629	4848062	gene
ENSG00000053371	AKR7A2	1	19303965	19312144	gene
ENSG00000229020	AKR7A2P1	1	112923423	112924337	gene
ENSG00000224341	AKR7A2P2	X	118877886	118879185	gene
ENSG00000162482	AKR7A3	1	19282573	19288770	gene
ENSG00000211454	AKR7L	1	19265982	19274194	gene
ENSG00000142208	AKT1	14	104769349	104795751	gene
ENSG00000204673	AKT1S1	19	49869033	49878459	gene
ENSG00000105221	AKT2	19	40230317	40285536	gene
ENSG00000117020	AKT3	1	243488233	243851079	gene
ENSG00000228939	AKT3-IT1	1	243793205	243794400	gene
ENSG00000166971	AKTIP	16	53491040	53504411	gene
ENSG00000148218	ALAD	9	113386312	113401290	gene
ENSG00000023330	ALAS1	3	52198086	52214327	gene
ENSG00000158578	ALAS2	X	55009055	55030977	gene
ENSG00000163631	ALB	4	73397114	73421482	gene
ENSG00000170017	ALCAM	3	105366909	105576900	gene
ENSG00000161618	ALDH16A1	19	49453225	49471050	gene
ENSG00000059573	ALDH18A1	10	95605941	95656711	gene
ENSG00000165092	ALDH1A1	9	72900671	73080442	gene
ENSG00000128918	ALDH1A2	15	57953424	58497866	gene
ENSG00000184254	ALDH1A3	15	100877714	100916626	gene
ENSG00000137124	ALDH1B1	9	38392702	38398661	gene
ENSG00000144908	ALDH1L1	3	126103562	126197994	gene
ENSG00000250218	ALDH1L1-AS1	3	126103640	126108069	gene
ENSG00000246022	ALDH1L1-AS2	3	126180012	126210169	gene
ENSG00000136010	ALDH1L2	12	105019784	105107643	gene
ENSG00000111275	ALDH2	12	111766887	111817532	gene
ENSG00000108602	ALDH3A1	17	19737984	19748943	gene
ENSG00000072210	ALDH3A2	17	19648136	19685760	gene
ENSG00000006534	ALDH3B1	11	68008578	68029282	gene
ENSG00000132746	ALDH3B2	11	67662160	67681224	gene
ENSG00000159423	ALDH4A1	1	18871430	18902724	gene
ENSG00000112294	ALDH5A1	6	24494867	24537207	gene
ENSG00000119711	ALDH6A1	14	74056847	74084492	gene
ENSG00000164904	ALDH7A1	5	126531200	126595362	gene
ENSG00000251400	ALDH7A1P1	5	77290268	77291800	gene
ENSG00000232292	ALDH7A1P2	2	172893763	172894383	gene
ENSG00000243853	ALDH7A1P3	7	150541754	150542098	gene
ENSG00000234489	ALDH7A1P4	10	62741208	62741385	gene
ENSG00000118514	ALDH8A1	6	134917393	134950115	gene
ENSG00000143149	ALDH9A1	1	165662216	165698863	gene
ENSG00000149925	ALDOA	16	30064164	30070457	gene
ENSG00000242849	ALDOAP1	3	52193170	52194785	gene
ENSG00000214297	ALDOAP2	10	125666875	125667950	gene
ENSG00000136872	ALDOB	9	101420560	101449664	gene
ENSG00000109107	ALDOC	17	28573115	28576948	gene
ENSG00000033011	ALG1	16	5033702	5087379	gene
ENSG00000139133	ALG10	12	34022468	34029694	gene
ENSG00000175548	ALG10B	12	38316762	38329721	gene
ENSG00000253710	ALG11	13	52012391	52079232	gene
ENSG00000182858	ALG12	22	49900229	49918438	gene
ENSG00000101901	ALG13	X	111665811	111760649	gene
ENSG00000229487	ALG13-AS1	X	111706649	111711101	gene
ENSG00000172339	ALG14	1	94974405	95072951	gene
ENSG00000230427	ALG14-AS1	1	95061596	95067545	gene
ENSG00000189366	ALG1L	3	125928840	125990565	gene
ENSG00000254016	ALG1L10P	12	8227734	8231764	gene
ENSG00000249889	ALG1L11P	8	12178697	12182719	gene
ENSG00000250794	ALG1L12P	8	12421032	12425000	gene
ENSG00000253981	ALG1L13P	8	8236003	8244667	gene
ENSG00000250268	ALG1L14P	4	9166297	9170270	gene
ENSG00000242017	ALG1L15P	3	156044155	156044948	gene
ENSG00000251287	ALG1L2	3	130081831	130113227	gene
ENSG00000251087	ALG1L3P	4	9703754	9710812	gene
ENSG00000226943	ALG1L5P	7	6923804	6930835	gene
ENSG00000238278	ALG1L6P	3	75415070	75422143	gene
ENSG00000251271	ALG1L7P	4	3935447	3942519	gene
ENSG00000227620	ALG1L8P	11	67785273	67792335	gene
ENSG00000248671	ALG1L9P	11	71673885	71818238	gene
ENSG00000119523	ALG2	9	99216425	99221942	gene
ENSG00000214160	ALG3	3	184242301	184249548	gene
ENSG00000251568	ALG3P1	5	5375723	5376836	gene
ENSG00000120697	ALG5	13	36949738	37000763	gene
ENSG00000088035	ALG6	1	63367575	63438553	gene
ENSG00000159063	ALG8	11	78095244	78139660	gene
ENSG00000086848	ALG9	11	111782195	111871581	gene
ENSG00000254450	ALG9-IT1	11	111817214	111829212	gene
ENSG00000171094	ALK	2	29192774	29921586	gene
ENSG00000196711	ALKAL1	8	52534037	52565430	gene
ENSG00000189292	ALKAL2	2	279558	288851	gene
ENSG00000100601	ALKBH1	14	77672404	77708023	gene
ENSG00000189046	ALKBH2	12	109088188	109093631	gene
ENSG00000166199	ALKBH3	11	43880811	43920274	gene
ENSG00000244926	ALKBH3-AS1	11	43909289	43920944	gene
ENSG00000160993	ALKBH4	7	102456238	102464863	gene
ENSG00000091542	ALKBH5	17	18183078	18209954	gene
ENSG00000239382	ALKBH6	19	36009120	36014239	gene
ENSG00000125652	ALKBH7	19	6372794	6375250	gene
ENSG00000137760	ALKBH8	11	107502727	107565742	gene
ENSG00000151360	ALLC	2	3658200	3702671	gene
ENSG00000116127	ALMS1	2	73385758	73625166	gene
ENSG00000230002	ALMS1-IT1	2	73456764	73459482	gene
ENSG00000163016	ALMS1P1	2	73641083	73697509	gene
ENSG00000108839	ALOX12	17	6996049	7010754	gene
ENSG00000215067	ALOX12-AS1	17	6875232	7012530	gene
ENSG00000179477	ALOX12B	17	8072636	8087716	gene
ENSG00000264958	ALOX12P1	17	30529688	30542416	gene
ENSG00000262943	ALOX12P2	17	6853861	6954107	gene
ENSG00000161905	ALOX15	17	4630919	4642294	gene
ENSG00000179593	ALOX15B	17	8039034	8049134	gene
ENSG00000274114	ALOX15P1	17	6657034	6693577	gene
ENSG00000188101	ALOX15P2	9	92913156	92921560	gene
ENSG00000012779	ALOX5	10	45374176	45446119	gene
ENSG00000132965	ALOX5AP	13	30713478	30764426	gene
ENSG00000179148	ALOXE3	17	8095900	8119047	gene
ENSG00000275011	ALOXE3P1	17	8063936	8072533	gene
ENSG00000163286	ALPG	2	232406844	232410714	gene
ENSG00000163295	ALPI	2	232456125	232460753	gene
ENSG00000073331	ALPK1	4	112285509	112442621	gene
ENSG00000198796	ALPK2	18	58481247	58629091	gene
ENSG00000136383	ALPK3	15	84817356	84873479	gene
ENSG00000162551	ALPL	1	21509397	21578410	gene
ENSG00000163283	ALPP	2	232378724	232382889	gene
ENSG00000003393	ALS2	2	201700267	201782112	gene
ENSG00000178038	ALS2CL	3	46668995	46693704	gene
ENSG00000180318	ALX1	12	85280220	85301784	gene
ENSG00000156150	ALX3	1	110059870	110070672	gene
ENSG00000052850	ALX4	11	44260440	44310139	gene
ENSG00000183684	ALYREF	17	81887835	81891586	gene
ENSG00000242110	AMACR	5	33986165	34008104	gene
ENSG00000178522	AMBN	4	70592256	70607288	gene
ENSG00000106927	AMBP	9	114060127	114078328	gene
ENSG00000110497	AMBRA1	11	46396414	46594125	gene
ENSG00000123505	AMD1	6	110874770	110898879	gene
ENSG00000228339	AMD1P1	10	20350049	20351100	gene
ENSG00000237801	AMD1P2	X	155828585	155829576	gene
ENSG00000249286	AMD1P3	5	43586918	43588223	gene
ENSG00000215124	AMD1P4	6	11861626	11862970	gene
ENSG00000139344	AMDHD1	12	95943331	95968720	gene
ENSG00000162066	AMDHD2	16	2520357	2531422	gene
ENSG00000125363	AMELX	X	11293413	11300761	gene
ENSG00000099721	AMELY	Y	6865918	6911752	gene
ENSG00000184675	AMER1	X	64185117	64205708	gene
ENSG00000165566	AMER2	13	25161679	25172288	gene
ENSG00000178171	AMER3	2	130755540	130768134	gene
ENSG00000159461	AMFR	16	56361452	56425545	gene
ENSG00000104899	AMH	19	2249309	2252073	gene
ENSG00000135409	AMHR2	12	53423855	53431672	gene
ENSG00000181754	AMIGO1	1	109504178	109509738	gene
ENSG00000139211	AMIGO2	12	47075707	47079959	gene
ENSG00000176020	AMIGO3	3	49716829	49719684	gene
ENSG00000101935	AMMECR1	X	110194186	110440318	gene
ENSG00000224142	AMMECR1-IT1	X	110305420	110307221	gene
ENSG00000144233	AMMECR1L	2	127861630	127885967	gene
ENSG00000233273	AMMECR1LP1	13	96573659	96574499	gene
ENSG00000166126	AMN	14	102922663	102933596	gene
